Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
TAP AIR PORTUGAL,YYZ,MAN,30h 10m,1 stop,C$ 467,4/7/2025,1,4/6/2025
"WestJet, Ryanair",YYZ,MAN,11h 00m,1 stop,C$ 479,4/7/2025,1,4/6/2025
"Azores Airlines, Ryanair",YYZ,MAN,21h 10m,2 stops,C$ 431,4/7/2025,1,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 738,4/7/2025,1,4/6/2025
"WestJet, Aer Lingus",YYZ,MAN,10h 50m,1 stop,C$ 518,4/7/2025,1,4/6/2025
"WestJet, Ryanair",YYZ,MAN,12h 45m,1 stop,C$ 479,4/7/2025,1,4/6/2025
"Air Transat, Ryanair",YYZ,MAN,13h 05m,1 stop,C$ 520,4/7/2025,1,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,C$ 738,4/7/2025,1,4/6/2025
"Air Transat, Jet2",YYZ,MAN,13h 45m,1 stop,C$ 527,4/7/2025,1,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 940,4/7/2025,1,4/6/2025
"WestJet, Ryanair",YYZ,MAN,14h 30m,1 stop,C$ 482,4/7/2025,1,4/6/2025
"Porter Airlines, British Airways • Operated by Air Transat",YYZ,MAN,11h 35m,1 stop,C$ 717,4/7/2025,1,4/6/2025
"WestJet, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,13h 50m,1 stop,C$ 584,4/7/2025,1,4/6/2025
British Airways,YYZ,MAN,9h 35m,1 stop,"C$ 1,039",4/7/2025,1,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,9h 35m,1 stop,"C$ 1,044",4/7/2025,1,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,C$ 738,4/7/2025,1,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,074",4/7/2025,1,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,078",4/8/2025,2,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 675,4/8/2025,2,4/6/2025
TAP AIR PORTUGAL,YYZ,MAN,11h 30m,1 stop,C$ 913,4/8/2025,2,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,031",4/8/2025,2,4/6/2025
"Finnair, British Airways • Operated by British Airways",YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/8/2025,2,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 15m,1 stop,"C$ 1,031",4/8/2025,2,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/8/2025,2,4/6/2025
British Airways,YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/8/2025,2,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,10h 40m,1 stop,"C$ 1,044",4/8/2025,2,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,044",4/8/2025,2,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,134",4/8/2025,2,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,135",4/8/2025,2,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,083",4/8/2025,2,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/8/2025,2,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,078",4/8/2025,2,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/8/2025,2,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,054",4/9/2025,3,4/6/2025
TAP AIR PORTUGAL,YYZ,MAN,18h 25m,1 stop,C$ 499,4/9/2025,3,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,134",4/9/2025,3,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,135",4/9/2025,3,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,074",4/9/2025,3,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 45m,1 stop,"C$ 1,074",4/9/2025,3,4/6/2025
British Airways,YYZ,MAN,10h 10m,1 stop,"C$ 1,044",4/9/2025,3,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,135",4/9/2025,3,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,074",4/9/2025,3,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,074",4/9/2025,3,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,"C$ 1,066",4/9/2025,3,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,10h 10m,1 stop,"C$ 1,044",4/9/2025,3,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,078",4/9/2025,3,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,083",4/9/2025,3,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,10h 55m,1 stop,"C$ 1,112",4/9/2025,3,4/6/2025
"Air Canada, Aer Lingus",YYZ,MAN,12h 10m,1 stop,"C$ 1,054",4/9/2025,3,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/10/2025,4,4/6/2025
TAP AIR PORTUGAL,YYZ,MAN,11h 30m,1 stop,C$ 907,4/10/2025,4,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/10/2025,4,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,121",4/10/2025,4,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/10/2025,4,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/10/2025,4,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/10/2025,4,4/6/2025
"Air Transat, easyJet",YYZ,MAN,12h 50m,1 stop,C$ 972,4/10/2025,4,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,155",4/10/2025,4,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,188",4/10/2025,4,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,160",4/10/2025,4,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,"C$ 1,201",4/10/2025,4,4/6/2025
"American Airlines, Aer Lingus • Operated by Emerald Airlines, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,211",4/10/2025,4,4/6/2025
British Airways,YYZ,MAN,13h 05m,1 stop,"C$ 1,121",4/10/2025,4,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,372",4/10/2025,4,4/6/2025
SWISS • Operated by airBaltic,YYZ,MAN,10h 30m,1 stop,"C$ 1,253",4/10/2025,4,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,18h 05m,1 stop,"C$ 1,184",4/11/2025,5,4/6/2025
"Air Transat, easyJet",YYZ,MAN,12h 10m,1 stop,"C$ 1,068",4/11/2025,5,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/11/2025,5,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/11/2025,5,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,241",4/11/2025,5,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/11/2025,5,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/11/2025,5,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,9h 55m,1 stop,"C$ 1,188",4/11/2025,5,4/6/2025
"American Airlines, Aer Lingus • Operated by Emerald Airlines, Aer Lingus",YYZ,MAN,9h 55m,1 stop,"C$ 1,211",4/11/2025,5,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,9h 55m,1 stop,"C$ 1,241",4/11/2025,5,4/6/2025
British Airways,YYZ,MAN,12h 50m,1 stop,"C$ 1,121",4/11/2025,5,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 30m,1 stop,"C$ 1,290",4/11/2025,5,4/6/2025
Lufthansa,YYZ,MAN,11h 30m,1 stop,"C$ 1,295",4/11/2025,5,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,383",4/11/2025,5,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,"C$ 1,361",4/11/2025,5,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,418",4/11/2025,5,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,150",4/12/2025,6,4/6/2025
Air Transat,YYZ,MAN,6h 55m,direct,C$ 822,4/12/2025,6,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 702,4/12/2025,6,4/6/2025
Porter Airlines • Operated by Air Transat,YYZ,MAN,6h 55m,direct,C$ 912,4/12/2025,6,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,C$ 702,4/12/2025,6,4/6/2025
Aer Lingus,YYZ,MAN,15h 25m,1 stop,C$ 702,4/12/2025,6,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,C$ 792,4/12/2025,6,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/12/2025,6,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/12/2025,6,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/12/2025,6,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/12/2025,6,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,"C$ 1,157",4/12/2025,6,4/6/2025
British Airways,YYZ,MAN,10h 20m,1 stop,"C$ 1,121",4/12/2025,6,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,150",4/12/2025,6,4/6/2025
Air France • Operated by HOP!,YYZ,MAN,10h 40m,1 stop,"C$ 1,143",4/12/2025,6,4/6/2025
SWISS • Operated by Helvetic Airways,YYZ,MAN,10h 30m,1 stop,"C$ 1,155",4/12/2025,6,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,15h 15m,1 stop,"C$ 1,150",4/13/2025,7,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 581,4/13/2025,7,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 15m,1 stop,C$ 581,4/13/2025,7,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 719,4/13/2025,7,4/6/2025
TAP AIR PORTUGAL • Operated by Portugalia,YYZ,MAN,11h 30m,1 stop,C$ 913,4/13/2025,7,4/6/2025
Aer Lingus,YYZ,MAN,15h 25m,1 stop,C$ 619,4/13/2025,7,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,13h 05m,1 stop,C$ 792,4/13/2025,7,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,"C$ 1,008",4/13/2025,7,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/13/2025,7,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/13/2025,7,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/13/2025,7,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/13/2025,7,4/6/2025
British Airways,YYZ,MAN,10h 55m,1 stop,"C$ 1,115",4/13/2025,7,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,149",4/13/2025,7,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 45m,1 stop,"C$ 1,149",4/13/2025,7,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 15m,1 stop,"C$ 1,188",4/13/2025,7,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,10h 55m,1 stop,"C$ 1,107",4/14/2025,8,4/6/2025
"Air Transat, Ryanair",YYZ,MAN,13h 05m,1 stop,C$ 602,4/14/2025,8,4/6/2025
"Azores Airlines, Ryanair",YYZ,MAN,21h 25m,3 stops,C$ 562,4/14/2025,8,4/6/2025
"WestJet, Aer Lingus",YYZ,MAN,10h 50m,1 stop,C$ 798,4/14/2025,8,4/6/2025
"WestJet, Ryanair",YYZ,MAN,11h 00m,1 stop,C$ 793,4/14/2025,8,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,041",4/14/2025,8,4/6/2025
"Air Transat, Jet2",YYZ,MAN,13h 45m,1 stop,C$ 672,4/14/2025,8,4/6/2025
British Airways,YYZ,MAN,9h 35m,1 stop,"C$ 1,039",4/14/2025,8,4/6/2025
"Finnair, British Airways • Operated by British Airways",YYZ,MAN,9h 35m,1 stop,"C$ 1,044",4/14/2025,8,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,9h 35m,1 stop,"C$ 1,044",4/14/2025,8,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,C$ 991,4/14/2025,8,4/6/2025
British Airways,YYZ,MAN,10h 15m,1 stop,"C$ 1,039",4/14/2025,8,4/6/2025
"Air Canada, Aer Lingus • Operated by Emerald Airlines",YYZ,MAN,9h 50m,1 stop,"C$ 1,053",4/14/2025,8,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,10h 15m,1 stop,"C$ 1,044",4/14/2025,8,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 25m,1 stop,"C$ 1,041",4/14/2025,8,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,074",4/14/2025,8,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,074",4/14/2025,8,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 20m,1 stop,"C$ 1,107",4/15/2025,9,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,C$ 757,4/15/2025,9,4/6/2025
"Air Transat, British Airways",YYZ,MAN,28h 25m,1 stop,C$ 674,4/15/2025,9,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,037",4/15/2025,9,4/6/2025
"British Airways, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,037",4/15/2025,9,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/15/2025,9,4/6/2025
British Airways,YYZ,MAN,9h 55m,1 stop,"C$ 1,044",4/15/2025,9,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,134",4/15/2025,9,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,044",4/15/2025,9,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/15/2025,9,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,074",4/15/2025,9,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,083",4/15/2025,9,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,135",4/15/2025,9,4/6/2025
TAP AIR PORTUGAL,YYZ,MAN,11h 30m,1 stop,"C$ 1,079",4/15/2025,9,4/6/2025
British Airways,YYZ,MAN,12h 00m,1 stop,"C$ 1,044",4/15/2025,9,4/6/2025
Scandinavian Airlines,YYZ,MAN,11h 20m,1 stop,"C$ 1,110",4/15/2025,9,4/6/2025
"Aer Lingus, Ryanair",YYZ,MAN,9h 05m,1 stop,"C$ 1,120",4/15/2025,9,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,151",4/16/2025,10,4/6/2025
"Icelandair, easyJet",YYZ,MAN,10h 45m,1 stop,"C$ 1,032",4/16/2025,10,4/6/2025
British Airways,YYZ,MAN,10h 10m,1 stop,"C$ 1,044",4/16/2025,10,4/6/2025
British Airways,YYZ,MAN,10h 45m,1 stop,"C$ 1,044",4/16/2025,10,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,134",4/16/2025,10,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,135",4/16/2025,10,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,"C$ 1,066",4/16/2025,10,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 45m,1 stop,"C$ 1,151",4/16/2025,10,4/6/2025
"British Airways • Operated by Republic Airways AS American Eagle For American Airlines, Aer Lingus (U.K.) Limited For Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,166",4/16/2025,10,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 45m,1 stop,"C$ 1,180",4/16/2025,10,4/6/2025
British Airways,YYZ,MAN,12h 35m,1 stop,"C$ 1,044",4/16/2025,10,4/6/2025
"American Airlines, British Airways • Operated by British Airways",YYZ,MAN,12h 35m,1 stop,"C$ 1,044",4/16/2025,10,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,248",4/16/2025,10,4/6/2025
TAP AIR PORTUGAL • Operated by Portugalia,YYZ,MAN,13h 05m,1 stop,"C$ 1,079",4/16/2025,10,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,281",4/16/2025,10,4/6/2025
Icelandair,YYZ,MAN,9h 50m,1 stop,"C$ 1,252",4/16/2025,10,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,150",4/17/2025,11,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,150",4/17/2025,11,4/6/2025
British Airways,YYZ,MAN,13h 05m,1 stop,"C$ 1,121",4/17/2025,11,4/6/2025
SWISS • Operated by Helvetic Airways,YYZ,MAN,10h 30m,1 stop,"C$ 1,155",4/17/2025,11,4/6/2025
Scandinavian Airlines • Operated by SAS Connect,YYZ,MAN,11h 20m,1 stop,"C$ 1,134",4/17/2025,11,4/6/2025
"British Airways • Operated by Republic Airways AS American Eagle For American Airlines, Aer Lingus (U.K.) Limited For Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,243",4/17/2025,11,4/6/2025
Air Canada • Operated by Brussels Airlines,YYZ,MAN,10h 50m,1 stop,"C$ 1,161",4/17/2025,11,4/6/2025
Brussels Airlines • Operated by Air Canada,YYZ,MAN,10h 50m,1 stop,"C$ 1,166",4/17/2025,11,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,383",4/17/2025,11,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,160",4/17/2025,11,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,418",4/17/2025,11,4/6/2025
British Airways,YYZ,MAN,10h 40m,1 stop,"C$ 1,328",4/17/2025,11,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,261",4/17/2025,11,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 25m,1 stop,"C$ 1,383",4/17/2025,11,4/6/2025
Lufthansa,YYZ,MAN,11h 20m,1 stop,"C$ 1,288",4/17/2025,11,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 20m,1 stop,"C$ 1,290",4/17/2025,11,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,155",4/18/2025,12,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/18/2025,12,4/6/2025
British Airways,YYZ,MAN,14h 20m,1 stop,"C$ 1,121",4/18/2025,12,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/18/2025,12,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,201",4/18/2025,12,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/18/2025,12,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/18/2025,12,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,9h 55m,1 stop,"C$ 1,188",4/18/2025,12,4/6/2025
"Air Canada, Lufthansa",YYZ,MAN,11h 05m,1 stop,"C$ 1,155",4/18/2025,12,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,11h 05m,1 stop,"C$ 1,160",4/18/2025,12,4/6/2025
"American Airlines, Aer Lingus • Operated by Emerald Airlines, Aer Lingus",YYZ,MAN,9h 55m,1 stop,"C$ 1,211",4/18/2025,12,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,9h 55m,1 stop,"C$ 1,201",4/18/2025,12,4/6/2025
Lufthansa,YYZ,MAN,11h 30m,1 stop,"C$ 1,186",4/18/2025,12,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 30m,1 stop,"C$ 1,184",4/18/2025,12,4/6/2025
Lufthansa • Operated by Air Canada,YYZ,MAN,10h 55m,1 stop,"C$ 1,295",4/18/2025,12,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,383",4/18/2025,12,4/6/2025
"Air Canada, Aer Lingus",YYZ,MAN,12h 10m,1 stop,"C$ 1,131",4/19/2025,13,4/6/2025
"Aer Lingus, Ryanair",YYZ,MAN,9h 40m,1 stop,C$ 856,4/19/2025,13,4/6/2025
"Condor, Eurowings",YYZ,MAN,30h 35m,2 stops,C$ 668,4/19/2025,13,4/6/2025
Air Transat,YYZ,MAN,6h 55m,direct,"C$ 1,272",4/19/2025,13,4/6/2025
Porter Airlines • Operated by Air Transat,YYZ,MAN,6h 55m,direct,"C$ 1,371",4/19/2025,13,4/6/2025
"Aer Lingus, Ryanair",YYZ,MAN,14h 00m,1 stop,C$ 833,4/19/2025,13,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,035",4/19/2025,13,4/6/2025
"Aer Lingus, Ryanair",YYZ,MAN,13h 05m,1 stop,C$ 864,4/19/2025,13,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/19/2025,13,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/19/2025,13,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/19/2025,13,4/6/2025
"Air Canada, SWISS • Operated by Helvetic Airways, SWISS",YYZ,MAN,10h 30m,1 stop,"C$ 1,148",4/19/2025,13,4/6/2025
SWISS • Operated by Helvetic Airways,YYZ,MAN,10h 30m,1 stop,"C$ 1,149",4/19/2025,13,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/19/2025,13,4/6/2025
"Virgin Atlantic • Operated by KLM Cityhopper, KLM",YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/19/2025,13,4/6/2025
KLM • Operated by KLM Cityhopper,YYZ,MAN,10h 35m,1 stop,"C$ 1,149",4/19/2025,13,4/6/2025
Aer Lingus,YYZ,MAN,15h 25m,1 stop,"C$ 1,006",4/19/2025,13,4/6/2025
"Air Canada, Lufthansa • Operated by Lufthansa",YYZ,MAN,11h 10m,1 stop,"C$ 1,290",4/20/2025,14,4/6/2025
Aer Lingus,YYZ,MAN,9h 10m,1 stop,C$ 651,4/20/2025,14,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,10h 15m,1 stop,C$ 651,4/20/2025,14,4/6/2025
Aer Lingus,YYZ,MAN,15h 25m,1 stop,C$ 832,4/20/2025,14,4/6/2025
British Airways • Operated by Aer Lingus,YYZ,MAN,9h 10m,1 stop,"C$ 1,188",4/20/2025,14,4/6/2025
KLM • Operated by Eastern Airways,YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/20/2025,14,4/6/2025
"Virgin Atlantic • Operated by Eastern Airways, KLM",YYZ,MAN,10h 00m,1 stop,"C$ 1,149",4/20/2025,14,4/6/2025
"American Airlines, Aer Lingus • Operated by Aer Lingus",YYZ,MAN,9h 10m,1 stop,"C$ 1,211",4/20/2025,14,4/6/2025
Aer Lingus • Operated by Emerald Airlines,YYZ,MAN,18h 25m,1 stop,C$ 832,4/20/2025,14,4/6/2025
TAP AIR PORTUGAL • Operated by Portugalia,YYZ,MAN,11h 30m,1 stop,"C$ 1,198",4/20/2025,14,4/6/2025
"British Airways • Operated by Emerald Airlines For Aer Lingus, Aer Lingus",YYZ,MAN,10h 15m,1 stop,"C$ 1,188",4/20/2025,14,4/6/2025
