Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
Vueling,ZRH,BCN,1h 50m,direct,C$ 91,5/7/2025,30,4/7/2025
SWISS,ZRH,BCN,1h 40m,direct,C$ 258,5/7/2025,30,4/7/2025
SWISS,ZRH,BCN,1h 45m,direct,C$ 258,5/7/2025,30,4/7/2025
SWISS,ZRH,BCN,1h 45m,direct,C$ 258,5/7/2025,30,4/7/2025
Iberia • Operated by Vueling,ZRH,BCN,1h 50m,direct,C$ 272,5/7/2025,30,4/7/2025
Iberia • Operated by Vueling,ZRH,BCN,1h 50m,direct,C$ 272,5/7/2025,30,4/7/2025
SWISS,ZRH,BCN,1h 50m,direct,C$ 318,5/7/2025,30,4/7/2025
ITA Airways,ZRH,BCN,4h 10m,1 stop,C$ 165,5/7/2025,30,4/7/2025
ITA Airways,ZRH,BCN,5h 15m,1 stop,C$ 139,5/7/2025,30,4/7/2025
KLM,ZRH,BCN,5h 10m,1 stop,C$ 166,5/7/2025,30,4/7/2025
KLM • Operated by KLM Cityhopper,ZRH,BCN,4h 30m,1 stop,C$ 187,5/7/2025,30,4/7/2025
KLM,ZRH,BCN,4h 35m,1 stop,C$ 187,5/7/2025,30,4/7/2025
"easyJet, Air Europa",ZRH,BCN,4h 25m,1 stop,C$ 166,5/7/2025,30,4/7/2025
Air Europa,ZRH,BCN,5h 25m,1 stop,C$ 166,5/7/2025,30,4/7/2025
Vueling,ZRH,BCN,1h 50m,direct,C$ 107,5/8/2025,31,4/7/2025
Vueling,ZRH,BCN,1h 50m,direct,C$ 122,5/8/2025,31,4/7/2025
SWISS,ZRH,BCN,1h 45m,direct,C$ 258,5/8/2025,31,4/7/2025
Iberia • Operated by Vueling,ZRH,BCN,1h 50m,direct,C$ 291,5/8/2025,31,4/7/2025
Iberia • Operated by Vueling,ZRH,BCN,1h 50m,direct,C$ 308,5/8/2025,31,4/7/2025
SWISS,ZRH,BCN,1h 40m,direct,C$ 381,5/8/2025,31,4/7/2025
SWISS,ZRH,BCN,1h 45m,direct,C$ 359,5/8/2025,31,4/7/2025
ITA Airways,ZRH,BCN,4h 10m,1 stop,C$ 165,5/8/2025,31,4/7/2025
Eurowings,ZRH,BCN,4h 30m,1 stop,C$ 237,5/8/2025,31,4/7/2025
Air France,ZRH,BCN,5h 30m,1 stop,C$ 208,5/8/2025,31,4/7/2025
"Eurowings, Vueling",ZRH,BCN,6h 00m,1 stop,C$ 184,5/8/2025,31,4/7/2025
ITA Airways,ZRH,BCN,5h 10m,1 stop,C$ 229,5/8/2025,31,4/7/2025
Air France,ZRH,BCN,7h 50m,1 stop,C$ 183,5/8/2025,31,4/7/2025
"easyJet, Air Europa",ZRH,BCN,4h 50m,1 stop,C$ 239,5/8/2025,31,4/7/2025
"Eurowings, Air Europa",ZRH,BCN,6h 30m,1 stop,C$ 199,5/8/2025,31,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 651,4/8/2025,1,4/7/2025
"China Eastern, Wizz Air",HKG,BCN,46h 10m,2 stops,C$ 582,4/8/2025,1,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 841,4/8/2025,1,4/7/2025
Qatar Airways,HKG,BCN,25h 00m,1 stop,C$ 651,4/8/2025,1,4/7/2025
Air China,HKG,BCN,18h 20m,1 stop,C$ 847,4/8/2025,1,4/7/2025
Multiple Airlines,HKG,BCN,21h 10m,2 stops,C$ 656,4/8/2025,1,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,C$ 938,4/8/2025,1,4/7/2025
Air France,HKG,BCN,16h 40m,1 stop,"C$ 1,108",4/8/2025,1,4/7/2025
Emirates,HKG,BCN,25h 10m,1 stop,C$ 758,4/8/2025,1,4/7/2025
Air China,HKG,BCN,20h 50m,1 stop,C$ 847,4/8/2025,1,4/7/2025
Air France,HKG,BCN,18h 55m,1 stop,"C$ 1,108",4/8/2025,1,4/7/2025
Multiple Airlines,HKG,BCN,24h 00m,2 stops,C$ 660,4/8/2025,1,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 00m,1 stop,C$ 841,4/8/2025,1,4/7/2025
Emirates,HKG,BCN,21h 55m,2 stops,C$ 808,4/8/2025,1,4/7/2025
Multiple Airlines,HKG,BCN,23h 35m,2 stops,C$ 680,4/8/2025,1,4/7/2025
Qatar Airways • Operated by Vueling Airlines,HKG,BCN,21h 20m,2 stops,C$ 899,4/8/2025,1,4/7/2025
T'way Air,HKG,BCN,24h 20m,1 stop,C$ 533,4/9/2025,2,4/7/2025
"China Eastern, Ryanair",HKG,BCN,45h 05m,2 stops,C$ 451,4/9/2025,2,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 833,4/9/2025,2,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 915,4/9/2025,2,4/7/2025
"China Eastern, Vueling",HKG,BCN,22h 40m,2 stops,C$ 560,4/9/2025,2,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,126",4/9/2025,2,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,C$ 985,4/9/2025,2,4/7/2025
"China Eastern, Ryanair",HKG,BCN,22h 10m,2 stops,C$ 597,4/9/2025,2,4/7/2025
"Jin Air, T'way Air",HKG,BCN,23h 35m,1 stop,C$ 653,4/9/2025,2,4/7/2025
"China Eastern, Vueling",HKG,BCN,26h 05m,2 stops,C$ 497,4/9/2025,2,4/7/2025
"China Eastern, ITA Airways",HKG,BCN,21h 45m,2 stops,C$ 637,4/9/2025,2,4/7/2025
"Air China, Vueling",HKG,BCN,21h 40m,2 stops,C$ 661,4/9/2025,2,4/7/2025
Qatar Airways,HKG,BCN,25h 00m,1 stop,C$ 833,4/9/2025,2,4/7/2025
Air China,HKG,BCN,21h 00m,1 stop,C$ 985,4/9/2025,2,4/7/2025
"Air China, Vueling",HKG,BCN,20h 55m,2 stops,C$ 706,4/9/2025,2,4/7/2025
"Air China, ITA Airways",HKG,BCN,20h 45m,2 stops,C$ 727,4/9/2025,2,4/7/2025
Emirates,HKG,BCN,21h 55m,2 stops,C$ 963,4/10/2025,3,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 671,4/10/2025,3,4/7/2025
"T'way Air, Vueling",HKG,BCN,37h 35m,2 stops,C$ 539,4/10/2025,3,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,C$ 923,4/10/2025,3,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 914,4/10/2025,3,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,C$ 978,4/10/2025,3,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,C$ 985,4/10/2025,3,4/7/2025
Qatar Airways,HKG,BCN,25h 00m,1 stop,C$ 673,4/10/2025,3,4/7/2025
Air China,HKG,BCN,21h 00m,1 stop,C$ 985,4/10/2025,3,4/7/2025
"Air China, ITA Airways",HKG,BCN,20h 45m,2 stops,C$ 662,4/10/2025,3,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,115",4/10/2025,3,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,040",4/10/2025,3,4/7/2025
Emirates,HKG,BCN,21h 55m,2 stops,C$ 939,4/10/2025,3,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 00m,1 stop,C$ 914,4/10/2025,3,4/7/2025
Air China,HKG,BCN,24h 10m,1 stop,C$ 985,4/10/2025,3,4/7/2025
Lufthansa • Operated by Cathay Pacific,HKG,BCN,18h 00m,1 stop,"C$ 1,261",4/10/2025,3,4/7/2025
Turkish Airlines,HKG,BCN,18h 05m,1 stop,"C$ 1,311",4/10/2025,3,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 864,4/11/2025,4,4/7/2025
"China Eastern, Wizz Air",HKG,BCN,37h 30m,2 stops,C$ 433,4/11/2025,4,4/7/2025
"China Eastern, ITA Airways",HKG,BCN,21h 45m,2 stops,C$ 623,4/11/2025,4,4/7/2025
"Air China, ITA Airways",HKG,BCN,20h 45m,2 stops,C$ 666,4/11/2025,4,4/7/2025
T'way Air,HKG,BCN,24h 20m,1 stop,C$ 625,4/11/2025,4,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 942,4/11/2025,4,4/7/2025
"China Eastern, Vueling",HKG,BCN,22h 05m,2 stops,C$ 613,4/11/2025,4,4/7/2025
Air China,HKG,BCN,20h 50m,1 stop,"C$ 1,124",4/11/2025,4,4/7/2025
Multiple Airlines,HKG,BCN,23h 30m,2 stops,C$ 720,4/11/2025,4,4/7/2025
Qatar Airways,HKG,BCN,25h 50m,1 stop,C$ 864,4/11/2025,4,4/7/2025
"China Eastern, Wizz Air",HKG,BCN,29h 55m,2 stops,C$ 483,4/11/2025,4,4/7/2025
"China Eastern, Wizz Air",HKG,BCN,31h 05m,2 stops,C$ 442,4/11/2025,4,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,20h 50m,1 stop,"C$ 1,197",4/11/2025,4,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 50m,1 stop,C$ 942,4/11/2025,4,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,377",4/11/2025,4,4/7/2025
"China Eastern, Wizz Air",HKG,BCN,32h 10m,2 stops,C$ 442,4/11/2025,4,4/7/2025
Emirates,HKG,BCN,41h 05m,2 stops,"C$ 1,394",4/12/2025,5,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,C$ 930,4/12/2025,5,4/7/2025
T'way Air,HKG,BCN,24h 20m,1 stop,C$ 876,4/12/2025,5,4/7/2025
Turkish Airlines,HKG,BCN,18h 05m,1 stop,"C$ 1,037",4/12/2025,5,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,126",4/12/2025,5,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,131",4/12/2025,5,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,100",4/12/2025,5,4/7/2025
Multiple Airlines • Operated by Shenzhen Airlines,HKG,BCN,26h 40m,2 stops,C$ 924,4/12/2025,5,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,402",4/12/2025,5,4/7/2025
Lufthansa,HKG,BCN,19h 40m,1 stop,"C$ 1,130",4/12/2025,5,4/7/2025
Turkish Airlines,HKG,BCN,24h 35m,1 stop,"C$ 1,037",4/12/2025,5,4/7/2025
Lufthansa • Operated by Cathay Pacific,HKG,BCN,18h 00m,1 stop,"C$ 1,435",4/12/2025,5,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,126",4/12/2025,5,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,"C$ 1,469",4/12/2025,5,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 00m,1 stop,"C$ 1,131",4/12/2025,5,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 1,577",4/12/2025,5,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 1,404",4/13/2025,6,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 747,4/13/2025,6,4/7/2025
Multiple Airlines,HKG,BCN,36h 50m,2 stops,C$ 587,4/13/2025,6,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,C$ 859,4/13/2025,6,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 872,4/13/2025,6,4/7/2025
Qatar Airways,HKG,BCN,25h 50m,1 stop,C$ 747,4/13/2025,6,4/7/2025
"Thai Airways, Wizz Air",HKG,BCN,23h 10m,2 stops,C$ 665,4/13/2025,6,4/7/2025
Multiple Airlines,HKG,BCN,22h 35m,2 stops,C$ 684,4/13/2025,6,4/7/2025
Multiple Airlines • Operated by Buzz,HKG,BCN,24h 30m,2 stops,C$ 662,4/13/2025,6,4/7/2025
"Thai Airways, Vueling",HKG,BCN,22h 30m,2 stops,C$ 701,4/13/2025,6,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,111",4/13/2025,6,4/7/2025
"Cathay Pacific, easyJet",HKG,BCN,16h 50m,1 stop,"C$ 1,057",4/13/2025,6,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,197",4/13/2025,6,4/7/2025
Qatar Airways • Operated by Vueling Airlines,HKG,BCN,21h 25m,2 stops,C$ 899,4/13/2025,6,4/7/2025
SWISS,HKG,BCN,24h 35m,1 stop,C$ 859,4/13/2025,6,4/7/2025
Lufthansa,HKG,BCN,22h 50m,1 stop,C$ 934,4/13/2025,6,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,034",4/13/2025,6,4/7/2025
Emirates,HKG,BCN,21h 55m,2 stops,C$ 951,4/14/2025,7,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,C$ 922,4/14/2025,7,4/7/2025
"China Eastern, Ryanair",HKG,BCN,33h 50m,3 stops,C$ 467,4/14/2025,7,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 783,4/14/2025,7,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 838,4/14/2025,7,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,C$ 952,4/14/2025,7,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 907,4/14/2025,7,4/7/2025
"China Southern, Vueling",HKG,BCN,21h 05m,2 stops,C$ 713,4/14/2025,7,4/7/2025
"Thai Airways, Vueling",HKG,BCN,22h 30m,2 stops,C$ 685,4/14/2025,7,4/7/2025
"Thai Airways, Wizz Air",HKG,BCN,23h 10m,2 stops,C$ 674,4/14/2025,7,4/7/2025
Multiple Airlines,HKG,BCN,23h 00m,2 stops,C$ 682,4/14/2025,7,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,013",4/14/2025,7,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,"C$ 1,124",4/14/2025,7,4/7/2025
Emirates,HKG,BCN,21h 55m,1 stop,"C$ 1,083",4/14/2025,7,4/7/2025
Lufthansa • Operated by Cathay Pacific,HKG,BCN,18h 00m,1 stop,"C$ 1,109",4/14/2025,7,4/7/2025
"Air China, ITA Airways",HKG,BCN,20h 45m,2 stops,C$ 791,4/14/2025,7,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 15m,1 stop,"C$ 1,197",4/14/2025,7,4/7/2025
Emirates,HKG,BCN,25h 10m,1 stop,C$ 839,4/15/2025,8,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 669,4/15/2025,8,4/7/2025
"China Eastern, Vueling",HKG,BCN,22h 10m,2 stops,C$ 614,4/15/2025,8,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 844,4/15/2025,8,4/7/2025
"China Eastern, Ryanair • Operated by Malta Air",HKG,BCN,20h 50m,2 stops,C$ 618,4/15/2025,8,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 844,4/15/2025,8,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,102",4/15/2025,8,4/7/2025
"China Eastern, ITA Airways",HKG,BCN,21h 45m,2 stops,C$ 641,4/15/2025,8,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,041",4/15/2025,8,4/7/2025
"Air China, Ryanair • Operated by Malta Air",HKG,BCN,19h 50m,2 stops,C$ 719,4/15/2025,8,4/7/2025
Emirates,HKG,BCN,25h 10m,1 stop,C$ 820,4/15/2025,8,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,16h 45m,1 stop,"C$ 1,029",4/15/2025,8,4/7/2025
Air China,HKG,BCN,18h 20m,1 stop,"C$ 1,173",4/15/2025,8,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,120",4/15/2025,8,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 00m,1 stop,C$ 913,4/15/2025,8,4/7/2025
"Air China, ITA Airways",HKG,BCN,20h 45m,2 stops,C$ 718,4/15/2025,8,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,243",4/16/2025,9,4/7/2025
T'way Air,HKG,BCN,24h 20m,1 stop,C$ 879,4/16/2025,9,4/7/2025
"Finnair • Operated by Cathay Pacific, Iberia For Finnair",HKG,BCN,48h 20m,2 stops,C$ 709,4/16/2025,9,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,107",4/16/2025,9,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,"C$ 1,124",4/16/2025,9,4/7/2025
Multiple Airlines,HKG,BCN,31h 45m,2 stops,C$ 748,4/16/2025,9,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 20m,1 stop,"C$ 1,351",4/16/2025,9,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,243",4/16/2025,9,4/7/2025
Air China,HKG,BCN,21h 00m,1 stop,"C$ 1,124",4/16/2025,9,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 00m,1 stop,"C$ 1,107",4/16/2025,9,4/7/2025
Multiple Airlines,HKG,BCN,27h 10m,2 stops,C$ 861,4/16/2025,9,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,486",4/16/2025,9,4/7/2025
Lufthansa • Operated by Cathay Pacific,HKG,BCN,18h 00m,1 stop,"C$ 1,435",4/16/2025,9,4/7/2025
Multiple Airlines,HKG,BCN,28h 55m,2 stops,C$ 845,4/16/2025,9,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,652",4/16/2025,9,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 1,620",4/16/2025,9,4/7/2025
"Finnair • Operated by Cathay Pacific, Iberia For Finnair",HKG,BCN,34h 50m,2 stops,C$ 958,4/16/2025,9,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,835",4/17/2025,10,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 1,671",4/17/2025,10,4/7/2025
"Finnair • Operated by Cathay Pacific, Iberia For Finnair",HKG,BCN,48h 20m,2 stops,C$ 709,4/17/2025,10,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 25m,1 stop,"C$ 1,351",4/17/2025,10,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,355",4/17/2025,10,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,20h 40m,1 stop,"C$ 1,351",4/17/2025,10,4/7/2025
"Emirates, Air Europa",HKG,BCN,22h 30m,2 stops,"C$ 1,200",4/17/2025,10,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,653",4/17/2025,10,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,516",4/17/2025,10,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,17h 50m,1 stop,"C$ 1,740",4/17/2025,10,4/7/2025
"Cathay Pacific, Ryanair",HKG,BCN,19h 35m,1 stop,"C$ 1,440",4/17/2025,10,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,18h 00m,1 stop,"C$ 1,553",4/17/2025,10,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,976",4/17/2025,10,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,781",4/17/2025,10,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 25m,1 stop,"C$ 1,740",4/17/2025,10,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 2,059",4/17/2025,10,4/7/2025
"Juneyao Airlines, Ryanair",HKG,BCN,20h 25m,2 stops,"C$ 1,432",4/17/2025,10,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,835",4/18/2025,11,4/7/2025
Air China,HKG,BCN,18h 20m,1 stop,"C$ 1,124",4/18/2025,11,4/7/2025
Multiple Airlines,HKG,BCN,34h 10m,2 stops,C$ 655,4/18/2025,11,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,150",4/18/2025,11,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,281",4/18/2025,11,4/7/2025
Lufthansa,HKG,BCN,19h 40m,1 stop,"C$ 1,152",4/18/2025,11,4/7/2025
"Juneyao Airlines, Vueling",HKG,BCN,22h 55m,2 stops,C$ 933,4/18/2025,11,4/7/2025
Multiple Airlines • Operated by Buzz,HKG,BCN,24h 40m,3 stops,C$ 802,4/18/2025,11,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 30m,1 stop,"C$ 1,351",4/18/2025,11,4/7/2025
Lufthansa,HKG,BCN,22h 05m,1 stop,"C$ 1,164",4/18/2025,11,4/7/2025
SWISS,HKG,BCN,25h 55m,1 stop,"C$ 1,126",4/18/2025,11,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,269",4/18/2025,11,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,20h 50m,1 stop,"C$ 1,351",4/18/2025,11,4/7/2025
British Airways,HKG,BCN,20h 40m,1 stop,"C$ 1,405",4/18/2025,11,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,598",4/18/2025,11,4/7/2025
Multiple Airlines,HKG,BCN,25h 50m,2 stops,C$ 969,4/18/2025,11,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 2,052",4/18/2025,11,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 1,835",4/19/2025,12,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,034",4/19/2025,12,4/7/2025
Multiple Airlines,HKG,BCN,55h 45m,3 stops,C$ 672,4/19/2025,12,4/7/2025
Multiple Airlines,HKG,BCN,21h 55m,2 stops,C$ 714,4/19/2025,12,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 1,672",4/19/2025,12,4/7/2025
"Air China, Norwegian • Operated by Norwegian Air International",HKG,BCN,20h 25m,2 stops,C$ 775,4/19/2025,12,4/7/2025
Multiple Airlines,HKG,BCN,23h 25m,2 stops,C$ 714,4/19/2025,12,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,049",4/19/2025,12,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,"C$ 1,254",4/19/2025,12,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,303",4/19/2025,12,4/7/2025
"Air China, Vueling",HKG,BCN,22h 15m,2 stops,C$ 816,4/19/2025,12,4/7/2025
Air China,HKG,BCN,21h 00m,1 stop,"C$ 1,163",4/19/2025,12,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,501",4/19/2025,12,4/7/2025
Multiple Airlines,HKG,BCN,21h 35m,2 stops,C$ 967,4/19/2025,12,4/7/2025
British Airways,HKG,BCN,19h 00m,1 stop,"C$ 1,571",4/19/2025,12,4/7/2025
"Air China, Wizz Air",HKG,BCN,22h 00m,2 stops,C$ 957,4/19/2025,12,4/7/2025
"Juneyao Airlines, Brussels Airlines",HKG,BCN,20h 55m,2 stops,"C$ 1,219",4/19/2025,12,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,835",4/20/2025,13,4/7/2025
Multiple Airlines • Operated by Eurowings,HKG,BCN,22h 35m,2 stops,C$ 770,4/20/2025,13,4/7/2025
"Air China, Wizz Air",HKG,BCN,22h 00m,2 stops,C$ 792,4/20/2025,13,4/7/2025
"Air China, Vueling",HKG,BCN,21h 25m,2 stops,C$ 871,4/20/2025,13,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,439",4/20/2025,13,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,536",4/20/2025,13,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,739",4/20/2025,13,4/7/2025
Multiple Airlines,HKG,BCN,24h 25m,2 stops,C$ 784,4/20/2025,13,4/7/2025
"Air China, Wizz Air",HKG,BCN,24h 30m,2 stops,C$ 792,4/20/2025,13,4/7/2025
Multiple Airlines • Operated by Buzz,HKG,BCN,24h 30m,2 stops,C$ 792,4/20/2025,13,4/7/2025
"Air China, Vueling",HKG,BCN,21h 10m,2 stops,"C$ 1,074",4/20/2025,13,4/7/2025
"Cathay Pacific, easyJet",HKG,BCN,16h 50m,1 stop,"C$ 1,543",4/20/2025,13,4/7/2025
"Air China, Wizz Air",HKG,BCN,24h 45m,2 stops,C$ 792,4/20/2025,13,4/7/2025
Lufthansa,HKG,BCN,22h 05m,1 stop,"C$ 1,536",4/20/2025,13,4/7/2025
"Air China, Vueling",HKG,BCN,23h 55m,2 stops,C$ 871,4/20/2025,13,4/7/2025
Multiple Airlines,HKG,BCN,22h 25m,2 stops,"C$ 1,052",4/20/2025,13,4/7/2025
Emirates,HKG,BCN,21h 55m,2 stops,"C$ 1,610",4/21/2025,14,4/7/2025
Multiple Airlines,HKG,BCN,23h 05m,2 stops,C$ 776,4/21/2025,14,4/7/2025
Multiple Airlines,HKG,BCN,60h 00m,3 stops,C$ 636,4/21/2025,14,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,144",4/21/2025,14,4/7/2025
Multiple Airlines,HKG,BCN,22h 10m,2 stops,C$ 838,4/21/2025,14,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,333",4/21/2025,14,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 2,077",4/21/2025,14,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,16h 50m,1 stop,"C$ 1,228",4/21/2025,14,4/7/2025
"Air China, easyJet",HKG,BCN,19h 25m,2 stops,"C$ 1,012",4/21/2025,14,4/7/2025
Multiple Airlines,HKG,BCN,21h 20m,2 stops,C$ 930,4/21/2025,14,4/7/2025
Multiple Airlines,HKG,BCN,20h 40m,2 stops,C$ 962,4/21/2025,14,4/7/2025
"Cathay Pacific, easyJet",HKG,BCN,18h 00m,1 stop,"C$ 1,276",4/21/2025,14,4/7/2025
"Air China, Vueling",HKG,BCN,21h 20m,2 stops,C$ 980,4/21/2025,14,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,773",4/21/2025,14,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,653",4/21/2025,14,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,760",4/21/2025,14,4/7/2025
"Air China, Wizz Air",HKG,BCN,22h 00m,2 stops,C$ 957,4/21/2025,14,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 1,620",4/22/2025,15,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,106",4/22/2025,15,4/7/2025
"Finnair • Operated by Cathay Pacific, Iberia For Finnair",HKG,BCN,48h 20m,2 stops,C$ 709,4/22/2025,15,4/7/2025
"Air China, Wizz Air",HKG,BCN,22h 00m,2 stops,C$ 896,4/22/2025,15,4/7/2025
