Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
Aer Lingus • Operated by Aer Lingus (U.K.) Limited,MAN,JFK,7h 35m,direct,"C$ 1,383",2025-04-09,6,2025-04-03
Aer Lingus,MAN,JFK,10h 15m,1 stop,C$ 939,2025-04-09,6,2025-04-03
Aer Lingus • Operated by Emerald Airlines,MAN,JFK,12h 15m,1 stop,C$ 896,2025-04-09,6,2025-04-03
"Ryanair, Aer Lingus",MAN,JFK,10h 25m,1 stop,"C$ 1,032",2025-04-09,6,2025-04-03
Vueling • Operated by Iberia,MAN,JFK,12h 55m,1 stop,"C$ 1,072",2025-04-09,6,2025-04-03
Aer Lingus,MAN,JFK,16h 10m,1 stop,C$ 896,2025-04-09,6,2025-04-03
"easyJet, Norse Atlantic Airways",MAN,JFK,14h 45m,1 stop,C$ 896,2025-04-09,6,2025-04-03
"Iberia • Operated by Iberia For Level Spain, Vueling",MAN,JFK,12h 55m,1 stop,"C$ 1,183",2025-04-09,6,2025-04-03
"easyJet, Norse Atlantic Airways",MAN,JFK,15h 55m,1 stop,C$ 913,2025-04-09,6,2025-04-03
"Ryanair, Aer Lingus",MAN,JFK,12h 50m,1 stop,"C$ 1,092",2025-04-09,6,2025-04-03
TAP AIR PORTUGAL,MAN,JFK,14h 05m,1 stop,"C$ 1,108",2025-04-09,6,2025-04-03
"Ryanair, Aer Lingus",MAN,JFK,10h 30m,1 stop,"C$ 1,500",2025-04-09,6,2025-04-03
