Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,997",2025-04-08,5,2025-04-03
Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,712",2025-04-09,6,2025-04-03
"easyJet, China Southern",MAN,HKG,23h 20m,2 stops,C$ 730,2025-04-09,6,2025-04-03
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 2,030",2025-04-09,6,2025-04-03
"Ryanair, Thai Airways",MAN,HKG,20h 00m,2 stops,"C$ 1,033",2025-04-09,6,2025-04-03
"easyJet, China Southern",MAN,HKG,25h 25m,2 stops,C$ 736,2025-04-09,6,2025-04-03
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,"C$ 1,513",2025-04-09,6,2025-04-03
Air France,MAN,HKG,16h 45m,1 stop,"C$ 1,607",2025-04-09,6,2025-04-03
SWISS • Operated by airBaltic,MAN,HKG,15h 00m,1 stop,"C$ 1,746",2025-04-09,6,2025-04-03
"easyJet, China Southern",MAN,HKG,28h 00m,2 stops,C$ 734,2025-04-09,6,2025-04-03
Finnair • Operated by Nordic Reg For Finnair,MAN,HKG,24h 35m,1 stop,"C$ 1,313",2025-04-09,6,2025-04-03
Juneyao Airlines,MAN,HKG,25h 45m,1 stop,"C$ 1,275",2025-04-09,6,2025-04-03
Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,694",2025-04-09,6,2025-04-03
"Ryanair, Thai Airways",MAN,HKG,22h 35m,2 stops,"C$ 1,033",2025-04-09,6,2025-04-03
"SWISS, Cathay Pacific",MAN,HKG,15h 15m,1 stop,"C$ 1,904",2025-04-09,6,2025-04-03
Turkish Airlines,MAN,HKG,16h 40m,1 stop,"C$ 1,890",2025-04-09,6,2025-04-03
"easyJet, Turkish Airlines",MAN,HKG,19h 35m,2 stops,"C$ 1,236",2025-04-09,6,2025-04-03
